Model,Title,Rating(scaled to 5),Reveiw,Reviewer,Date,url
KIA SELTOS,Kia is the winner of the Segment,4,Kia is an affordable product for SUV lovers. If we are comparing Kia Seltos or Creta so Kia will definitely wins this segment.,By Lakhwinder,"On: Dec 15, 2019 | 36 Views",www.cardekho.com
KIA SELTOS,Excellent luxurious Compact SUV,5,"Kia Seltos is the next-generation car with excellent features. It's Style, Performance & interior is Luxurious. I love this car. I'm totally satisfied with this. Sporty Looks & Cool headlights make it more attractive. Also, getting good quality speakers in this car.",By Bharat Parihar,"On: Dec 15, 2019 | 49 Views",www.cardekho.com
KIA SELTOS,Fully Featured loaded car,5,"Kia Seltos is a very excellent car, as it offers much more features than other cars in this price range, but its top-end model is not value for money because it offers the smaller engine as compared to its rivals.",By Bhumik Gujjar,"On: Dec 15, 2019 | 65 Views",www.cardekho.com
KIA SELTOS,Best And Stylish Car Of The Year,5,Kia Seltos is one of the topmost good cars because of his good performance and many other excellent features at a cheap price. It is a new company which enters in Indian market but set up the best and strong market in the country we should appreciate to all to members who are working for the Kia company and thanks to designer who give this the best size shape and its rear ice cubes fog light. I love it.,By Divya Kawadiya,"On: Dec 15, 2019 | 123 Views",www.cardekho.com
KIA SELTOS,Seltos mileage and features,4,I have purchased Seltos HTK PLUS Diesel Automatic car is good in handling and running on roads. But there are some problems in quality car doors is very lightweight inside material is also not so premium as I was thinking. The average is also not so good. The audio system is very awesome with mood lighting features. seats are very comfortable but the rear armrest is missing.,By Faizan Solanki,"On: Dec 15, 2019 | 385 Views",www.cardekho.com
KIA SELTOS,Awesome car with good features,5,"I have this car, it's awesome, I am using this car last three months, I haven't felt any problem and it's very good at driving and price-wise it's really good amazing features, a stylish look which makes it perfect.",By Reenu Singh,"On: Dec 14, 2019 | 52 Views",www.cardekho.com
KIA SELTOS,Budget Is High But Good Experience,5,"Seltos is good, but they need to lower the budget but the car and it is a high-class luxury car. The handling is also very smooth, pickup speed is also superb, the AC cooling is good and superb brakes. But the airbags must be more so that it will ensure safety of the people.",By Ramnarayan Padhy,"On: Dec 14, 2019 | 75 Views",www.cardekho.com
KIA SELTOS,Lovely car,5,Very good car and smoothness of the car is nice and features of the car are awesome. The car looks like an SUV and nice-looking exteriors.,By Md Yasin,"On: Dec 15, 2019 | 29 Views",www.cardekho.com
KIA SELTOS,Good Mileage With Low Maintenance,4,Seltos is an awesome and comfortable car with low maintenance and low price. The facilities available are good looking at high range.,By Md Imtiyaz,"On: Dec 14, 2019 | 39 Views",www.cardekho.com
KIA SELTOS,Kia Seltos Is A Features Car,5,This is a very nice car and the features are very good. People must buy this car. The seats are very nice as well.,By Neetu Sharma,"On: Dec 14, 2019 | 32 Views",www.cardekho.com
KIA SELTOS,Best choice for family,5,"Good space and excellent comfort, safer, looks are bold and stylish. The best car in this budget for a small family.",By Yeswanth Devineni,"On: Dec 14, 2019 | 29 Views",www.cardekho.com
KIA SELTOS,The Hustle by KIA,5,An awesome and classy car with its amazing features and beautiful and classy look. No other car in this range can give take over to Kia Seltos. This is my humble request to Kia to introduce more cars like this and keep going like this.,By Shubh Gupta,"On: Dec 14, 2019 | 58 Views",www.cardekho.com
KIA SELTOS,Super Car Of The Year,5,"A compact SUV with the styling, features, and tech to really hit the sweet spot as far as what customers are looking for.",By Prajapati Sumit,"On: Dec 14, 2019 | 30 Views",www.cardekho.com
KIA SELTOS,Extraordinary Things About Seltos,5,"Nice car and the design was too awesome. This is the awesome entry of Kia in India. It includes a bose speaker which is too good. In India, this is a first car comes inbuilt bose speakers which are a pretty good thing about the car. The interior was also a good highlight and the exterior was also good. At this price, the car is too good.",By Ashutosh Rajvanshi,"On: Dec 14, 2019 | 237 Views",www.cardekho.com
KIA SELTOS,Low cost high performance,4,Nice car with a lot of features including 360 camera facilities and lot of things which are given the first time in any vehicle in India with low cost and vehicle comfort is high and performance is also good cc is excellent and so on etc enjoy Hia motors enjoy Kia Seltos.,By Gautham,"On: Dec 14, 2019 | 100 Views",www.cardekho.com
KIA SELTOS,The Best Features Ever in an SUV,4,Nice car with suitable features and the cost is also reasonable but the thing is availability. It's not available at all places.,By Santosh Santosh,"On: Dec 14, 2019 | 36 Views",www.cardekho.com
KIA SELTOS,Best Car Of 2019,4,"Well, a featured car with full specifications and well likable also, I love to ride this car every time and the main part is that it is suitable for every type of person.",By Kapil,"On: Dec 14, 2019 | 48 Views",www.cardekho.com
KIA SELTOS,Value for money SUV,5,"This car is a very good choice at this price, body, look, maintenance and service, everything is maintained by Kia India.",By Police Commissioner,"On: Dec 14, 2019 | 29 Views",www.cardekho.com
KIA SELTOS,The great car.,5,The great car really with great interiors and full of new functionality which we haven't seen in any other car in India. Very much spacious and looks amazing.,By Rajbir Singh,"On: Dec 14, 2019 | 104 Views",www.cardekho.com
KIA SELTOS,Great car.,5,"The Kia Seltos is one of the most eagerly anticipated launches for the year 2019. But before Kia Motors announces the price of the Seltos, we were invited to take the compact SUV for a spin around the streets of Goa.",By Amurdhavarthan,"On: Dec 14, 2019 | 1092 Views",www.cardekho.com
KIA SELTOS,A dream came true.,5,The excellent new designs and the world's most beautiful car has already buzzed the market. ,By Aakash Malik,"On: Dec 14, 2019 | 67 Views",www.cardekho.com
KIA SELTOS,The real SUV.,4,Very nice car and very comfortable seats with powerful brakes. The interiors and its seating arrangement are also amazing. Available at affordable prices.,By Madhavi Jadhav,"On: Dec 14, 2019 | 71 Views",www.cardekho.com
KIA SELTOS,A very good car.,4,A very comfortable and smooth vehicle. The gear-box is very smooth.,By Anand,"On: Dec 14, 2019 | 68 Views",www.cardekho.com
KIA SELTOS,Great car with good fit and finish,3,"The Kia Seltos is good in every possible way, but there is a huge downside to the Seltos in case of pricing, where the vehicle is manufactured in Andhrapradesh the prices must be a bit low as all the other rival are priced very less in spite of manufacturing out of India. There is one thing Kia should implement which is it should provide the essential features like 360 camera,6 airbags even in the HT line as these are essential.",By Dubbaka Vishal,"On: Dec 13, 2019 | 1758 Views",www.cardekho.com
KIA SELTOS,SELTOS - THE DEVIL BY KIA,5,"Kia entered the Indian market with the SELTOS the one which shook the Hyundai CRETA and takes the first position in the compact SUV segment. It is offered with a 10.25-inch touchscreen display, KIA's UVO connects, air purifier, sunroof, and HUD(Heads Up Display). The car has three engine options all of them available either in manual or automatic transmissions. The car is BS6 compliant and Kia has nailed it with the design and features. Being a new company it cannot provide after-sales service like Hyundai. The carmaker is doing great and will do much better in the future.",By Krish Goel,"On: Dec 13, 2019 | 469 Views",www.cardekho.com
KIA SELTOS,Amazing looks.,5,Amazing car with ultimate colors.,By Manish Naame Manish Naame,"On: Dec 13, 2019 | 47 Views",www.cardekho.com
KIA SELTOS,Beat of 2019.,5,Best of 2019 just because it has extra features and good looking interior and exterior design.,By Ganesh Deshmukh,"On: Dec 13, 2019 | 48 Views",www.cardekho.com
KIA SELTOS,Great car.,5,"Best in class, good infotainment system, smooth driving and feels like a premium one. For only who can afford it.",By Rahul Singh,"On: Dec 13, 2019 | 51 Views",www.cardekho.com
KIA SELTOS,The affordable beast.,5,The affordable SUV car is so comfortable and it has many functions. It has a sunroof as well. Also available at the cheapest rate as compared to the Venue.,By Manas Chandravanshi,"On: Dec 13, 2019 | 55 Views",www.cardekho.com
KIA SELTOS,Best in the market.,5,I love the interior of this car This is perfect for the family and It is an affordable good looking car. The front-facing is superb.,By Maviya Khan,"On: Dec 13, 2019 | 43 Views",www.cardekho.com
KIA SELTOS,Truth of KIA SELTOS,4,"It's a nice car and really worth the price. It looks fantastic when it runs like a cheetah on the road. Talking about the safety of the car, absolutely safe car. Power and horsepower are really very powerful. Boot space is also very huge. Radio screen of 8 inches looks perfect and the speakers of BOSE give a clear voice and it has mood light also which turns the colours according to the song.",By Akshaj Sharma,"On: Dec 13, 2019 | 360 Views",www.cardekho.com
KIA SELTOS,Nice car for family,5,"The car gets at the top speed in no time, it is a great car to get the money worth. The Seltos is amazingly featured as well.",By Prakash Desai,"On: Dec 13, 2019 | 65 Views",www.cardekho.com
KIA SELTOS,Best car award,5,This car is very excellent in this price range because in this car there are more additional features.,By Vishal Tomar,"On: Dec 13, 2019 | 53 Views",www.cardekho.com
KIA SELTOS,Value for money,5,"Good experience while seating on driver seat. It is like, this is the car I was waiting for. It has a 4-star quality, being a middle-class 1 star less for price.",By Rahul Kushwaha,"On: Dec 13, 2019 | 55 Views",www.cardekho.com
KIA SELTOS,Good looking XUV car.,5,Very Nice car and feels like luxurious looking XUV. Very comfortable and amazing features. ,By Abdul Whab,"On: Dec 12, 2019 | 47 Views",www.cardekho.com
KIA SELTOS,TE REAL LOVE.,4,SELTOS HAS GIVEN A BIG COMPETITION TO HYUNDAI CRETA IN THIS SEGMENT. THE KIA IS ABSOLUTELY THE KING.,By Paresh Vachhani,"On: Dec 12, 2019 | 50 Views",www.cardekho.com
KIA SELTOS,The best one.,5,"Such an Impeccable Machine with flawless drive, Indomitable power, eye-catching design, and Hushed Engine. Its a feeling of some luxury segment at very competitive pricing. Moreover Interior is just mind-blowing with such soothing acoustic sound. Pocket-friendly for all mileage concern buyers as it easily churns 18 km-22 km per liter depending on city and highway drive. Nevertheless kudos to Kia for launching such a true car in India.",By Sunil Rana,"On: Dec 12, 2019 | 918 Views",www.cardekho.com
KIA SELTOS,Great car launched by the company.,5,"Wonderfull look this car has, interiors are mind-blowing. This car is fully loaded with multiple features.",By Shivi,"On: Dec 12, 2019 | 55 Views",www.cardekho.com
KIA SELTOS,Makes it perfect.,5,I had fun while test driving the demon. A good one with awesome driving excellence. Great build quality and control.,By Akhil V Raj,"On: Dec 12, 2019 | 44 Views",www.cardekho.com
KIA SELTOS,Very nice car.,5,"This car is a very silent and very nice car. It has many new, useful features. Quite spacious as well.",By Prince Barot,"On: Dec 12, 2019 | 47 Views",www.cardekho.com
KIA SELTOS,Best Compact SUV in India.,5,"A car that is built to conquer the mid-size SUV segment. With all the bells and whistles coming in terms of features and power(1.4 turbo petrol) combined with the variety to choose from, be it types of transmission options and varients and also color options, made to be unique for almost every masterpiece made making it an extreme value for money proposition. Worth every penny.",By Vaibhav,"On: Dec 12, 2019 | 207 Views",www.cardekho.com
KIA SELTOS,The best car ever.,4,"The Kia Seltos has a very different design, and very much comfortable. ",By Anand Soni,"On: Dec 12, 2019 | 41 Views",www.cardekho.com
KIA SELTOS,Amazing car.,4,Great performance with dashing looks.,By Alok Kumar Mishra,"On: Dec 12, 2019 | 41 Views",www.cardekho.com
KIA SELTOS,Not up to the mark.,3,"The car looks like SUV but not the real SUV. The petrol engine never makes any noise but here I can see unexpected things. IVT is lazy. Manual petrol and 1.4 is good. Diesel major looks difference from petrol even the grill and the bumper not matching with. Petrol 1.4 and diesel have all the disc brake, not the other petrol. Bose speaker is only available on the top variant. Not an offroader. BS6 fuel not available all the places few cars indicate engine issues already in diesel variant.",By Devanathan Janakiraman,"On: Dec 12, 2019 | 722 Views",www.cardekho.com
KIA SELTOS,Mind-blowing car.,5,"Very excellent car, the look of the car is impressive and the ride and handling quality is awesome. The interior of the car is so classy, every look of car is so commendable. The color combinations of the car are too good. The alloy of car is mind-blowing and boot space is very much spacious.",By Uday Bahrani,"On: Dec 12, 2019 | 99 Views",www.cardekho.com
KIA SELTOS,Amazing car.,5,Very good car with a fantastic front look and have a great boot space. Have sufficient leg space at the back.,By Pawan Kocher,"On: Dec 11, 2019 | 61 Views",www.cardekho.com
KIA SELTOS,A new age SUV.,5,"Fully feature-loaded SUV. Kia has done excellent work for Indian customers. 5-star for its look, features, and performance.",By Satish Satam,"On: Dec 11, 2019 | 59 Views",www.cardekho.com
KIA SELTOS,Pick up is great,5,"I'm driving the Kia Seltos HTK+ Diesel model. Overall the car is best. I have driven it 6500kms, but still no issue. Pick up is great. Mileage is around 21kms also best on bad roads. The car is best on curve road to have great grip. Infotainment is good. Some issues with Android Auto gets disconnected within1hr. But with a software update, it will get resolved. Seats are very comfortable and backside you can have a big space after folding it.",By Praful Pradhan,"On: Dec 11, 2019 | 186 Views",www.cardekho.com
KIA SELTOS,This car makes you feel like a king.,5,It's a pleasure to sit in the car and treats me like a king.,By Yaman Ghallot,"On: Dec 11, 2019 | 55 Views",www.cardekho.com
KIA SELTOS,Great car.,5,Smooth driving and luxurious car.,By Gaurav Chaudhary,"On: Dec 11, 2019 | 64 Views",www.cardekho.com
KIA SELTOS,Class and comfort.,4,"Satisfying ride, comfortable seats, powerful beast. I tried other cars in the same price range but no one was comforting as this one.",By Aman Thakur,"On: Dec 11, 2019 | 46 Views",www.cardekho.com
KIA SELTOS,For specialist of car.,5,Most popular car in the world because of looks. Its look is very good and has many features that contain In-car 50-liter storage to fill tanks and many features. This car drives smoothly and this car is best for buying.,By All In One,"On: Dec 11, 2019 | 297 Views",www.cardekho.com
KIA SELTOS,Not satisfactory.,4,I just bought the one but the mileage of the car is not satisfactory. It doesn't give more than 12km/ltr.,By Anonymous,"On: Dec 11, 2019 | 78 Views",www.cardekho.com
KIA SELTOS,Build to thrill.,4,"Fantastic tuned engine, hi-tech entertainment system, great build quality, comfortable seats and decor, first time ever air filters in the car and brilliant suspension. I have been driving Seltos HTX Diesel for 1000 km now and the car never ceases to surprise. More airbags could have helped and the rear seat could have been a bit longer for supporting the knees. Great mileage and BS 6 compliance are a bonus. For the discerning buyers, this is a competitively priced offering. Much better choice compared to MG Hector, Harrier and XUV as this is designed keeping the Indian consumer in mind. Unlike other auto manufacturers, Kia Seltos is not a copy & paste of a foreign model but a fundamentally well-designed car for Indian conditions. Thrills all the way.",By Sandeep,"On: Dec 11, 2019 | 2750 Views",www.cardekho.com
KIA SELTOS,Incredible design and performance.,4,"New in the Indian market, Kia Seltos is everything that one needs in a mid-size SUV. Value for money, indeed.",By Praveen Mehraniya,"On: Dec 11, 2019 | 54 Views",www.cardekho.com
KIA SELTOS,New age car for new generation.,4,"Good car with the futuristic and latest tech, appealing to masses especially gen x,y, and z. Looks sturdy, has road presence and a differentiator when runs on the road, a masculine look which is attracting most of the young people. Multiple variants and both manual and auto transmission options make it a top seller. The only area where it needs to work on is the mileage, which is not at its best compared to other vehicles available competing with Seltos. Mileage is 8-10 which is slightly on the lower side. Ride quality is excellent with very low engine noise. Good torque and control at high speeds and turns.",By Gaurav Negi,"On: Dec 11, 2019 | 223 Views",www.cardekho.com
KIA SELTOS,Amazing car.,4,"It's a good looking car, nice performance, comfort level is good and luxurious. The interior is very attractive and of good quality.",By Ajay Vyas,"On: Dec 11, 2019 | 75 Views",www.cardekho.com
KIA SELTOS,The best car.,5,"Very good car in budget with the best performance, low maintenance and undoubtedly controlling is also very well.",By Shubham Sharma,"On: Dec 11, 2019 | 58 Views",www.cardekho.com
KIA SELTOS,GOOD CAR IN THIS PRICE TAG.,4,"A very good car, in this price tag they gave all premium interiors but the only thing petrol DCT transmission heats up.",By Venkat,"On: Dec 11, 2019 | 42 Views",www.cardekho.com
KIA SELTOS,Safety is important not the features.,2,These new entrants are not as per the safety norms. Only features and comprising on safety. People in India are not looking at safety ratings while purchasing a car like playing with life. This is well understood by these vehicle manufacturers and hence they are putting only features. I think safety should be first.,By Nilesh,"On: Dec 11, 2019 | 187 Views",www.cardekho.com
KIA SELTOS,A start of new era.,5,"If we talk about the overall ratings of Seltos, no one can give a proper review. When I started the engine, the sound was so negligible that I cannot tell you the silence in the cabin. The power to thrust ratio is well explained in this Car. Even if you scale at 3rd gear. The engine seems to be smooth and amazing. I would suggest Seltos over The Hector and the Harrier.",By Nikhil Hatwar,"On: Dec 11, 2019 | 162 Views",www.cardekho.com
KIA SELTOS,The great car.,4,"The car is great at handling and suspension is set good for the Indian roads. Good design in exterior as well as interior, The engine shows good aggressiveness in the real world. Offroad experience is good too because of the suspension and the projector headlights. The space that the car offers in the second row and in the boot is pretty good. The car looks great in the outer world.",By Ramees Bakker,"On: Dec 10, 2019 | 88 Views",www.cardekho.com
KIA SELTOS,The Beast.,5,"Excellent SUV with modern technology, style, performance, handling, comfort. Perfect vehicle by Kia. Impressed with the long list of features including Head's up display, Air purifier, 360 camera with the blind-spot camera. Kia plays a key role in the Indian market.",By Naag,"On: Dec 10, 2019 | 83 Views",www.cardekho.com
KIA SELTOS,Best car under 10 lakh,4,"Kia Seltos is providing all features in under 10 lakh price range. An awesome car as compared to other cars. Mostly, getting all the safety features in this car.",By Raghuraman Packrisamy,"On: Dec 10, 2019 | 73 Views",www.cardekho.com
KIA SELTOS,Deserves a 5-star.,5,Seltos is a big hit in India. Kia released their first car and got a massive hike. The horsepower and 1-liter turbo charge is just lit. It became the fourth largest car producing companies in India already. The screen in the car is just awesome and should've got panoramic sunroof competing for the MG Hector. The speed is pretty good.,By Ganesh Reddy Kolan,"On: Dec 10, 2019 | 78 Views",www.cardekho.com
KIA SELTOS,A great car.,4,The best car in the segment and is quite affordable.,By Harish,"On: Dec 10, 2019 | 50 Views",www.cardekho.com
KIA SELTOS,Amazing car.,4,Great design and silent cabin with good ground clearance. Comfortable to drive for longer travel.,By Vishal,"On: Dec 10, 2019 | 47 Views",www.cardekho.com
KIA SELTOS,A decent car.,4,I had a test drive and the performance and comfort were good. The riding position should have been better.,By Sudhan Vr,"On: Dec 10, 2019 | 48 Views",www.cardekho.com
KIA SELTOS,Wonderful car.,5,This car is unbelievable due to its features and looks it has.,By S C,"On: Dec 10, 2019 | 49 Views",www.cardekho.com
KIA SELTOS,Most amazing car.,4,Best experience with new Kia. Fully loaded with Hi-Tech features. Enjoying the drive as this is the most amazing car ever.,By Jay Shukla,"On: Dec 10, 2019 | 68 Views",www.cardekho.com
KIA SELTOS,Very good car.,3,A fabulous car which is very much extra-ordinary.,By Merched Sandeep,"On: Dec 10, 2019 | 58 Views",www.cardekho.com
KIA SELTOS,Amazing car.,5,Really an amazing car and a very smooth car.,By Arsh Tyagi,"On: Dec 10, 2019 | 61 Views",www.cardekho.com
KIA SELTOS,Great car.,5,The Kia Seltos is a bit more expensive but offers a lot more for it in terms of safety and features. It is well worth the premium over the MG Hector,By Praveen Besra,"On: Dec 10, 2019 | 61 Views",www.cardekho.com
